ID,Name,StateID,PostCode,GPSCoordinates,UpperLeft,LowerRight,LastUpdated,Deleted
6647,INDI,1,2642,"148.0451570,-36.2660360,0","147.7890382,-36.1219602","148.3012758,-36.4098465",15/4/2011 16:38:26,0
6648,INDIGO VALLEY,5,3688,"146.7270510,-36.1569350,0","146.5989916,-36.0848298","146.8551104,-36.2289739",15/4/2011 16:38:26,0
6649,INDOOROOPILLY,2,4068,"152.9738490,-27.4972470,0","152.9418342,-27.4774502","153.0058638,-27.5170402",15/4/2011 16:38:26,0
6650,INDOOROOPILLY CENTRE,2,4068,"152.9722222,-27.5000000,0","152.9562148,-27.4901023","152.9882296,-27.5098968",15/4/2011 16:38:26,0
6651,INDULKANA,3,0872,"133.3149785,-26.9690806,0","133.2904110,-26.9512890","133.3316720,-26.9797450",10/11/2011 13:02:48,0
6652,INGEBIRAH,1,2627,"148.5070590,-36.6248360,0","148.2509402,-36.4814238","148.7631778,-36.7679819",15/4/2011 16:38:26,0
6653,INGGARDA,6,6701,"114.2661100,-24.9422200,0","113.7538724,-24.6180416","114.7783476,-25.2655476",15/4/2011 16:38:26,0
6654,INGHAM,2,4850,"146.1545900,-18.6504850,0","146.0905603,-18.6081915","146.2186197,-18.6927679",15/4/2011 16:38:26,0
6655,INGLE FARM,3,5098,"138.6463760,-34.8274100,0","138.6303686,-34.8182502","138.6623834,-34.8365688",15/4/2011 16:38:26,0
6656,INGLEBURN,1,2565,"150.8663440,-33.9987180,0","150.8343292,-33.9802149","150.8983588,-34.0172171",15/4/2011 16:38:26,0
6657,INGLEBURN MILPO,1,2174,"150.8594830,-33.9596675,0","150.8420376,-33.9495765","150.8769284,-33.9697585",15/4/2011 16:38:26,0
6658,INGLEHOPE,6,6213,"116.1791700,-32.7166700,0","116.1151403,-32.6791108","116.2431997,-32.7542134",15/4/2011 16:38:26,0
6659,INGLESIDE,1,2101,"151.2623220,-33.6831760,0","151.2303072,-33.6646045","151.2943368,-33.7017435",15/4/2011 16:38:26,0
6660,INGLESTONE,2,4422,"149.8284330,-27.6677680,0","149.3161954,-27.3510835","150.3406706,-27.9835374",15/4/2011 16:38:26,0
6661,INGLEWOOD,5,3517,"143.8689550,-36.5764630,0","143.7408956,-36.5047452","143.9970144,-36.6481142",15/4/2011 16:38:26,0
6662,INGLEWOOD,2,4387,"151.0818950,-28.4148380,0","150.9538356,-28.3362990","151.2099544,-28.4933188",15/4/2011 16:38:26,0
6663,INGLEWOOD,3,5133,"138.7746660,-34.8240050,0","138.7106363,-34.7873580","138.8386957,-34.8606357",15/4/2011 16:38:26,0
6664,INGLEWOOD,6,6052,"115.8855170,-31.9217570,0","115.8695096,-31.9122859","115.9015244,-31.9312271",15/4/2011 16:38:26,0
6665,INGLISTON,5,3342,"144.2892820,-37.6437900,0","144.2252523,-37.6084410","144.3533117,-37.6791222",15/4/2011 16:38:26,0
6666,INGOLDSBY,2,4343,"152.2595650,-27.7208910,0","152.1955353,-27.6813746","152.3235947,-27.7603931",15/4/2011 16:38:26,0
6667,ININTI STORE,8,0872,,,,10/11/2011 13:02:48,0
6668,INJINOO,2,4876,"142.2762322,-11.0119852,0","141.7639946,-10.6612974","142.7884698,-11.3622558",15/4/2011 16:38:26,0
6669,INJUNE,2,4454,"148.5661900,-25.8431300,0","148.0539524,-25.5213480","149.0784276,-26.1640391",15/4/2011 16:38:26,0
6670,INKERMAN,5,3472,"143.6781950,-36.8073190,0","143.6461802,-36.7894495","143.7102098,-36.8251843",15/4/2011 16:38:26,0
6671,INKERMAN,2,4806,"147.4377210,-19.6980080,0","147.3096616,-19.6139456","147.5657804,-19.7820263",15/4/2011 16:38:26,0
6672,INKERMAN,3,5550,"138.2369340,-34.2768730,0","138.1729043,-34.2399844","138.3009637,-34.3137454",15/4/2011 16:38:26,0
6673,INKPEN,6,6302,"116.5850520,-31.8440900,0","116.5210223,-31.8061679","116.6490817,-31.8819965",15/4/2011 16:38:26,0
6674,INKSTER,3,5680,"134.5862550,-32.8905560,0","134.3301362,-32.7405178","134.8423738,-33.0403406",15/4/2011 16:38:26,0
6675,INMAN VALLEY,3,5211,"138.4559770,-35.4985820,0","138.3919473,-35.4622376","138.5200067,-35.5349100",15/4/2011 16:38:26,0
6676,INNALOO,6,6018,"115.7922100,-31.8887110,0","115.7762026,-31.8792365","115.8082174,-31.8981845",15/4/2011 16:38:26,0
6677,INNAMINCKA,3,5731,"140.7365010,-27.7459930,0","140.7204936,-27.7361175","140.7525084,-27.7558676",15/4/2011 16:38:26,0
6678,INNAWANGA,6,6751,"116.6212250,-23.1012590,0","114.5722748,-21.7812327","118.6701752,-24.4084396",15/4/2011 16:38:26,0
6679,INNES PARK,2,4670,"152.4785210,-24.8679850,0","152.4465062,-24.8477365","152.5105358,-24.8882302",15/4/2011 16:38:26,0
6680,INNES VIEW,1,2429,"152.4062950,-31.5952220,0","152.3742802,-31.5762120","152.4383098,-31.6142282",15/4/2011 16:38:26,0
6681,INNESTON,3,5577,"136.8951670,-35.2269040,0","136.3829294,-34.9347109","137.4074046,-35.5180487",15/4/2011 16:38:26,0
6682,INNISFAIL,2,4860,"146.0310790,-17.5240210,0","146.0150716,-17.5133805","146.0470864,-17.5346608",15/4/2011 16:38:26,0
6683,INNISFAIL ESTATE,2,4860,"146.0393420,-17.5190480,0","146.0233346,-17.5084072","146.0553494,-17.5296881",15/4/2011 16:38:26,0
6684,INNISPLAIN,2,4285,"152.9113390,-28.1697660,0","152.8793242,-28.1500915","152.9433538,-28.1894369",15/4/2011 16:38:26,0
6685,INNOT HOT SPRINGS,2,4872,"145.2384660,-17.6678290,0","144.9823472,-17.4976418","145.4945848,-17.8378554",15/4/2011 16:38:26,0
6686,INSKIP,2,4581,"153.0672010,-25.8277320,0","152.8110822,-25.6669288","153.3233198,-25.9883171",15/4/2011 16:38:26,0
6687,INTERLAKEN,4,7030,"147.1771460,-42.1473830,0","147.0490866,-42.0811663","147.3052054,-42.2135306",15/4/2011 16:38:26,0
6688,INVERBRACKIE,3,5244,"138.8916290,-34.9700040,0","138.8756216,-34.9608601","138.9076364,-34.9791469",15/4/2011 16:38:26,0
6689,INVERELL,1,2360,"151.1129280,-29.7756670,0","150.9848686,-29.6981581","151.2409874,-29.8531160",15/4/2011 16:38:26,0
6690,INVERGORDON,1,2422,"151.7618660,-32.0456120,0","151.6978363,-32.0077730","151.8258957,-32.0834354",15/4/2011 16:38:26,0
6691,INVERGORDON,5,3636,"145.6316200,-36.1804550,0","145.5035606,-36.1083715","145.7596794,-36.2524723",15/4/2011 16:38:26,0
6692,INVERGORDON SOUTH,5,3634,"145.6316200,-36.1804550,0","145.5035606,-36.1083715","145.7596794,-36.2524723",15/4/2011 16:38:26,0
6693,INVERGOWRIE,1,2350,"151.4981960,-30.4975610,0","151.4341663,-30.4590962","151.5622257,-30.5360106",15/4/2011 16:38:26,0
6694,INVERLAW,2,4610,"151.7663470,-26.5948070,0","151.7023173,-26.5548904","151.8303767,-26.6347097",15/4/2011 16:38:26,0
6695,INVERLEIGH,5,3321,"144.0583430,-38.1009670,0","143.9302836,-38.0306893","144.1864024,-38.1711772",15/4/2011 16:38:26,0
6696,INVERLOCH,5,3996,"145.7296410,-38.6329580,0","145.6015816,-38.5631946","145.8577004,-38.7026536",15/4/2011 16:38:26,0
6697,INVERMAY,5,3352,"143.8971580,-37.5202410,0","143.8331283,-37.4848333","143.9611877,-37.5556319",15/4/2011 16:38:26,0
6698,INVERMAY,4,7248,"147.1337820,-41.4157980,0","147.1177746,-41.4074298","147.1497894,-41.4241652",15/4/2011 16:38:26,0
6699,INVERMAY PARK,5,3350,"143.8625850,-37.5289960,0","143.8465776,-37.5201467","143.8785924,-37.5378443",15/4/2011 16:38:26,0
6700,INVERNESS,2,4703,"150.7240160,-23.1191430,0","150.7080086,-23.1088807","150.7400234,-23.1294045",15/4/2011 16:38:26,0
6701,IONA,5,3815,"145.7041300,-38.1233460,0","145.6401003,-38.0882263","145.7681597,-38.1584488",15/4/2011 16:38:26,0
6702,IPSWICH,2,4305,"152.7608760,-27.6146040,0","152.7448686,-27.6047166","152.7768834,-27.6244905",15/4/2011 16:38:26,0
6703,IRAAK,5,3494,"142.3538740,-34.4297150,0","142.2258146,-34.3560559","142.4819334,-34.5033093",15/4/2011 16:38:26,0
6704,IREDALE,2,4344,"152.1073190,-27.5776230,0","152.0753042,-27.5578407","152.1393338,-27.5974018",15/4/2011 16:38:26,0
6705,IRISHTOWN,5,3451,"144.2322100,-37.1537110,0","144.2162026,-37.1448174","144.2482174,-37.1626036",15/4/2011 16:38:26,0
6706,IRISHTOWN,6,6401,"116.6307700,-31.5764630,0","116.5667403,-31.5384314","116.6947997,-31.6144791",15/4/2011 16:38:26,0
6707,IRISHTOWN,4,7330,"145.1455780,-40.9098490,0","145.0815483,-40.8761102","145.2096077,-40.9435706",15/4/2011 16:38:26,0
6708,IRLPME,8,0870,"133.8251310,-23.6967370,0","133.8219219,-23.6938329","133.8282171,-23.7001281",10/11/2011 13:04:13,0
6709,IRON BARON,3,5600,"137.1669600,-32.9957100,0","136.6547224,-32.6957360","137.6791976,-33.2946677",15/4/2011 16:38:26,0
6710,IRON GATES,1,2473,"153.4101390,-29.1123270,0","153.3941316,-29.1025782","153.4261464,-29.1220749",15/4/2011 16:38:26,0
6711,IRON KNOB,3,5601,"137.1581477,-32.7416882,0","137.1459597,-32.7238717","137.1703357,-32.7595047",15/4/2011 16:38:26,0
6712,IRON POT CREEK,1,2474,"152.8663270,-28.6302050,0","152.8343122,-28.6106158","152.8983418,-28.6497906",15/4/2011 16:38:26,0
6713,IRONBANK,3,5153,"138.6871430,-35.0434430,0","138.6551282,-35.0251705","138.7191578,-35.0617114",15/4/2011 16:38:26,0
6714,IRONBARK,1,2347,"150.7980070,-30.2889780,0","150.5418882,-30.1346995","151.0541258,-30.4430142",15/4/2011 16:38:26,0
6715,IRONBARK,5,3550,"144.2637460,-36.7556580,0","144.2477386,-36.7467178","144.2797534,-36.7645972",15/4/2011 16:38:26,0
6716,IRONBARK,2,4306,"152.6712370,-27.5580630,0","152.6392222,-27.5382772","152.7032518,-27.5778453",15/4/2011 16:38:26,0
6717,IRONGATE,2,4356,"151.5167370,-27.6261060,0","151.4527073,-27.5865553","151.5807667,-27.6656424",15/4/2011 16:38:26,0
6718,IRONMUNGY,1,2630,"148.9412090,-36.5884220,0","148.8131496,-36.5167153","149.0692684,-36.6600621",15/4/2011 16:38:26,0
6719,IRONPOT,2,4610,"151.4276880,-26.6032190,0","151.1715692,-26.4434809","151.6838068,-26.7627344",15/4/2011 16:38:26,0
6720,IRONPOT,2,4701,"150.5969620,-23.2670530,0","150.5329323,-23.2260445","150.6609917,-23.3080489",15/4/2011 16:38:26,0
6721,IRONSTONE,3,5222,"137.9685970,-35.7422540,0","137.9365822,-35.7241391","138.0006118,-35.7603648",15/4/2011 16:38:26,0
6722,IRREWARRA,5,3249,"143.6476930,-38.3160820,0","143.5196336,-38.2460115","143.7757524,-38.3860848",15/4/2011 16:38:26,0
6723,IRREWILLIPE,5,3249,"143.4010360,-38.4052650,0","143.2729766,-38.3352807","143.5290954,-38.4751816",15/4/2011 16:38:26,0
6724,IRREWILLIPE EAST,5,3249,"143.4837220,-38.4346430,0","143.4196923,-38.3996735","143.5477517,-38.4695955",15/4/2011 16:38:26,0
6725,IRVINEBANK,2,4887,"145.1990970,-17.4284580,0","144.9429782,-17.2580468","145.4552158,-17.5987102",15/4/2011 16:38:26,0
6726,IRVINGDALE,2,4404,"151.5126270,-27.1987570,0","151.3845676,-27.1193351","151.6406864,-27.2781224",15/4/2011 16:38:26,0
6727,IRVINGTON,1,2470,"153.1063990,-28.8686890,0","153.0743842,-28.8491444","153.1384138,-28.8882299",15/4/2011 16:38:26,0
6728,IRWIN,6,6525,"115.0807180,-29.2193430,0","115.0487032,-29.1998647","115.1127328,-29.2388176",15/4/2011 16:38:26,0
6729,IRYMPLE,1,2835,"142.1939200,-34.2245330,0","142.1637980,-34.2044090","142.2251650,-34.2470340",15/4/2011 16:38:26,0
6730,IRYMPLE,5,3498,"142.1707830,-34.2355050,0","142.1067533,-34.1985982","142.2348127,-34.2723956",15/4/2011 16:38:26,0
6731,ISAACS,7,2607,"149.1128680,-35.3662980,0","149.0968606,-35.3571985","149.1288754,-35.3753965",15/4/2011 16:38:26,0
6732,ISABELLA,1,2795,"149.6668990,-33.9544180,0","149.4107802,-33.8062036","149.9230178,-34.1023747",15/4/2011 16:38:26,0
6733,ISABELLA PLAINS,7,2905,"149.0926890,-35.4319450,0","149.0766816,-35.4228529","149.1086964,-35.4410361",15/4/2011 16:38:26,0
6734,ISIS CENTRAL,2,4660,"152.1876430,-25.1946060,0","152.1236133,-25.1542133","152.2516727,-25.2349853",15/4/2011 16:38:26,0
6735,ISIS RIVER,2,4660,"152.3861600,-25.2360650,0","152.2581006,-25.1552937","152.5142194,-25.3167826",15/4/2011 16:38:26,0
6736,ISISFORD,2,4731,"144.4407540,-24.2604920,0","143.4162789,-23.6077903","145.4652291,-24.9098598",15/4/2011 16:38:26,0
6737,ISLA,2,4719,"150.0515130,-25.1306690,0","149.7953942,-24.9689336","150.3076318,-25.2921906",15/4/2011 16:38:26,0
6738,ISLAND BEACH,3,5222,"137.8033510,-35.7995390,0","137.7873436,-35.7904886","137.8193584,-35.8085884",15/4/2011 16:38:26,0
6739,ISLAND PLANTATION,2,4650,"152.7290370,-25.4886410,0","152.6970222,-25.4684953","152.7610518,-25.5087833",15/4/2011 16:38:26,0
6740,ISLE OF CAPRI,2,4217,"153.4219790,-28.0107950,0","153.4059716,-28.0009436","153.4379864,-28.0206455",15/4/2011 16:38:26,0
6741,ISLINGTON,1,2296,"151.7473378,-32.9146222,0","151.7400286,-32.9071805","151.7546471,-32.9220640",15/4/2011 16:38:26,0
6742,ISRAELITE BAY,6,6452,"123.8422200,-33.4655600,0","122.8177449,-32.8677949","124.8666951,-34.0592310",15/4/2011 16:38:26,0
6743,ISSEKA,6,6535,"114.6517260,-28.4345100,0","114.6197112,-28.4148844","114.6837408,-28.4541320",15/4/2011 16:38:26,0
6744,IVANHOE,1,2878,"144.3004410,-32.8997770,0","143.2759659,-32.2981703","145.3249161,-33.4973248",15/4/2011 16:38:26,0
6745,IVANHOE,5,3079,"145.0414250,-37.7696400,0","145.0094102,-37.7519976","145.0734398,-37.7872782",15/4/2011 16:38:26,0
6746,IVANHOE EAST,5,3079,"145.0594010,-37.7728300,0","145.0433936,-37.7640097","145.0754084,-37.7816493",15/4/2011 16:38:26,0
6747,IVANHOE NORTH,5,3079,"145.0414250,-37.7696400,0","145.0094102,-37.7519976","145.0734398,-37.7872782",15/4/2011 16:38:26,0
6748,IVERAGH,2,4680,"151.4205710,-24.1020480,0","151.2925116,-24.0205403","151.5486304,-24.1835039",15/4/2011 16:38:26,0
6749,IVORY CREEK,2,4313,"152.3389130,-27.0364450,0","152.2748833,-26.9966835","152.4029427,-27.0761924",15/4/2011 16:38:26,0
6750,JABIRU,8,0886,"132.8333333,-12.6666667,0","132.8173259,-12.6557800","132.8493407,-12.6775529",10/11/2011 13:01:55,0
6751,JABUK,3,5301,"140.0708770,-35.3840300,0","139.8147582,-35.2383469","140.3269958,-35.5294504",15/4/2011 16:38:26,0
6752,JACANA,5,3047,"144.9157290,-37.6903010,0","144.8997216,-37.6814709","144.9317364,-37.6991301",15/4/2011 16:38:26,0
6753,JACK RIVER,5,3971,"146.5815780,-38.5528880,0","146.5175483,-38.5179759","146.6456077,-38.5877832",15/4/2011 16:38:26,0
6754,JACKADGERY,1,2460,"152.5609320,-29.5821800,0","152.4328726,-29.5045219","152.6889914,-29.6597784",15/4/2011 16:38:26,0
6755,JACKASS FLAT,5,3556,"144.2803520,-36.7197390,0","144.2643446,-36.7107946","144.2963594,-36.7286824",15/4/2011 16:38:26,0
6756,JACKEYS MARSH,4,7304,"146.6764480,-41.6876130,0","146.6124183,-41.6542740","146.7404777,-41.7209347",15/4/2011 16:38:26,0
6757,JACKITUP,6,6335,"118.0911100,-33.8891700,0","117.8349912,-33.7408422","118.3472288,-34.0372403",15/4/2011 16:38:26,0
6758,JACKS CREEK,1,2390,"149.7398780,-30.4547030,0","149.4837592,-30.3006852","149.9959968,-30.6084777",15/4/2011 16:38:26,0
6759,JACKSON,2,4426,"149.6231680,-26.6422280,0","149.5591383,-26.6023279","149.6871977,-26.6821141",15/4/2011 16:38:26,0
6760,JACKSON NORTH,2,4426,"149.6419970,-26.5287190,0","149.3858782,-26.3688773","149.8981158,-26.6883384",15/4/2011 16:38:26,0
6761,JACKSON SOUTH,2,4426,"149.6214680,-26.6800300,0","149.3653492,-26.5203990","149.8775868,-26.8394379",15/4/2011 16:38:26,0
6762,JACKSONS FLAT,1,2469,"152.5505600,-28.8416610,0","152.5185452,-28.8221113","152.5825748,-28.8612070",15/4/2011 16:38:26,0
6763,JACKY BULBIN FLAT,1,2463,"153.2239180,-29.2673260,0","153.1598883,-29.2283840","153.2879477,-29.3062532",15/4/2011 16:38:26,0
6764,JACOB CREEK,5,3825,"146.4104044,-38.0053348,0","146.3783896,-37.9877487","146.4424192,-38.0229166",15/4/2011 16:38:26,0
6765,JACOBS WELL,2,4208,"153.3645850,-27.7807690,0","153.3325702,-27.7610234","153.3965998,-27.8005110",15/4/2011 16:38:26,0
6766,JACUP,6,6337,"119.2877800,-33.7783300,0","118.7755424,-33.4810338","119.8000176,-34.0745979",15/4/2011 16:38:26,0
6767,JAFFA,2,4855,"146.0049460,-17.7891380,0","145.9729312,-17.7678877","146.0369608,-17.8103857",15/4/2011 16:38:26,0
6768,JAGGAN,2,4885,"145.5976650,-17.3959640,0","145.5336353,-17.3533685","145.6616947,-17.4385496",15/4/2011 16:38:26,0
6769,JAGUMBA,1,2642,"148.3092150,-36.0390930,0","148.0530962,-35.8946003","148.5653338,-36.1833210",15/4/2011 16:38:26,0
6770,JAGUNGAL WILDERNESS,1,2642,"148.3140320,-36.1616580,0","148.0579132,-36.0173902","148.5701508,-36.3056608",15/4/2011 16:38:26,0
6771,JALBARRAGUP,6,6275,"115.6116120,-34.0441010,0","115.3554932,-33.8960427","115.8677308,-34.1919013",15/4/2011 16:38:26,0
6772,JALORAN,6,6315,"117.4283300,-33.1791700,0","117.1722112,-33.0296214","117.6844488,-33.3284638",15/4/2011 16:38:26,0
6773,JAM JERRUP,5,3984,"145.5212370,-38.3242460,0","145.4572073,-38.2892231","145.5852667,-38.3592519",15/4/2011 16:38:26,0
6774,JAMBEROO,1,2533,"150.7765950,-34.6484190,0","150.7125653,-34.6116941","150.8406247,-34.6851276",15/4/2011 16:38:26,0
6775,JAMBIN,2,4702,"150.3710850,-24.1956870,0","150.3550776,-24.1855088","150.3870924,-24.2058644",15/4/2011 16:38:26,0
6776,JAMBOREE HEIGHTS,2,4074,"152.9328400,-27.5564000,0","152.9168326,-27.5465074","152.9488474,-27.5662917",15/4/2011 16:38:26,0
6777,JAMES COOK UNIVERSITY,2,4811,"146.7570900,-19.3279900,0","146.7410826,-19.3174605","146.7730974,-19.3385188",15/4/2011 16:38:26,0
6778,JAMES CREEK,1,2463,"153.2531120,-29.4469520,0","153.2210972,-29.4275171","153.2851268,-29.4663831",15/4/2011 16:38:26,0
6779,JAMES WELL,3,5571,"137.8975790,-34.4810910,0","137.8815716,-34.4718928","137.9135864,-34.4902882",15/4/2011 16:38:26,0
6780,JAMESTOWN,3,5491,"138.6054340,-33.2038730,0","138.4773746,-33.1291516","138.7334934,-33.2785307",15/4/2011 16:38:26,0
6781,JAMIESON,5,3723,"146.1358800,-37.3007240,0","145.8797612,-37.1585772","146.3919988,-37.4426027",15/4/2011 16:38:26,0
6782,JAMIESON,3,5640,"136.4198930,-33.4471560,0","136.1637742,-33.2980655","136.6760118,-33.5959906",15/4/2011 16:38:26,0
6783,JAMISON CENTRE,7,2614,"149.0712910,-35.2532920,0","149.0680589,-35.2497694","149.0743541,-35.2560646",15/4/2011 16:38:26,0
6784,JAMISONTOWN,1,2750,"150.6795100,-33.7661930,0","150.6635026,-33.7569167","150.6955174,-33.7754683",15/4/2011 16:38:26,0
6785,JAN JUC,5,3228,"144.3036460,-38.3441470,0","144.2716312,-38.3266425","144.3356608,-38.3616473",15/4/2011 16:38:26,0
6786,JANCOURT,5,3266,"143.0978110,-38.3681370,0","143.0657962,-38.3506383","143.1298258,-38.3856315",15/4/2011 16:38:26,0
6787,JANCOURT EAST,5,3266,"143.1465550,-38.3884600,0","143.0184956,-38.3184595","143.2746144,-38.4583929",15/4/2011 16:38:26,0
6788,JANDABUP,6,6077,"115.7629694,-31.7343028,0","115.7469620,-31.7248125","115.7789768,-31.7437921",15/4/2011 16:38:26,0
6789,JANDAKOT,6,6164,"115.8534490,-32.1245150,0","115.7894193,-32.0867086","115.9174787,-32.1623057",15/4/2011 16:38:26,0
6790,JANDOWAE,2,4410,"151.1098160,-26.7811970,0","150.8536972,-26.6217075","151.3659348,-26.9404628",15/4/2011 16:38:26,0
6791,JANE BROOK,6,6056,"116.0473930,-31.8591670,0","116.0153782,-31.8402110","116.0794078,-31.8781191",15/4/2011 16:38:26,0
6792,JANNALI,1,2226,"151.0650810,-34.0170740,0","151.0490736,-34.0078250","151.0810884,-34.0263220",15/4/2011 16:38:26,0
6793,JAPOONVALE,2,4856,"145.9536530,-17.7336700,0","145.8896233,-17.6911538","146.0176827,-17.7761761",15/4/2011 16:38:26,0
6794,JARDEE,6,6258,"116.1191040,-34.3048580,0","116.0550743,-34.2679817","116.1831337,-34.3417182",15/4/2011 16:38:26,0
6795,JARDINE,2,4702,"150.3974650,-23.0781930,0","150.3334353,-23.0371266","150.4614947,-23.1192468",15/4/2011 16:38:26,0
6796,JARDINE RIVER,2,4874,"142.6172766,-11.2119475,0","140.5683264,-9.8077228","144.6662268,-12.6093836",15/4/2011 16:38:26,0
6797,JARKLIN,5,3517,"143.9666650,-36.2694610,0","143.9026353,-36.2334685","144.0306947,-36.3054369",15/4/2011 16:38:26,0
6798,JARRA CREEK,2,4854,"145.8979010,-17.9438120,0","145.8338713,-17.9013459","145.9619307,-17.9862679",15/4/2011 16:38:26,0
6799,JARRAHDALE,6,6124,"116.0724940,-32.3383160,0","115.9444346,-32.2628651","116.2005534,-32.4137040",15/4/2011 16:38:26,0
6800,JARRAHMOND,5,3888,"148.4073890,-37.6999830,0","148.2793296,-37.6293216","148.5354484,-37.7705771",15/4/2011 16:38:26,0
6801,JARRAHWOOD,6,6275,"115.6632660,-33.7946770,0","115.6472586,-33.7854038","115.6792734,-33.8039492",15/4/2011 16:38:26,0
6802,JARVIS CREEK,5,3700,"147.2241250,-36.1834840,0","147.1600953,-36.1474519","147.2881547,-36.2194995",15/4/2011 16:38:26,0
6803,JARVISFIELD,2,4807,"147.4740404,-19.5775126,0","147.4100107,-19.5354554","147.5380701,-19.6195588",15/4/2011 16:38:26,0
6804,JASPERS BRUSH,1,2535,"150.6575920,-34.8033230,0","150.6255772,-34.7849970","150.6896068,-34.8216450",15/4/2011 16:38:26,0
6805,JAUNTER,1,2787,"149.8892890,-33.9869180,0","149.8252593,-33.9499027","149.9533187,-34.0239172",15/4/2011 16:38:26,0
6806,JAY CREEK,8,0872,,,,10/11/2011 13:02:48,0
6807,JEEBROPILLY,2,4340,"152.6552610,-27.6459320,0","152.6232462,-27.6261620","152.6872758,-27.6656984",15/4/2011 16:38:26,0
6808,JEERALANG,5,3840,"146.4778840,-38.4057510,0","146.3498246,-38.3357672","146.6059434,-38.4756671",15/4/2011 16:38:26,0
6809,JEERALANG JUNCTION,5,3840,"146.4124400,-38.3386250,0","146.3804252,-38.3211192","146.4444548,-38.3561266",15/4/2011 16:38:26,0
6810,JEETHO,5,3945,"145.7410660,-38.3946830,0","145.6770363,-38.3596942","145.8050957,-38.4296549",15/4/2011 16:38:26,0
6811,JEFFCOTT,5,3480,"143.1125370,-36.3509420,0","142.9844776,-36.2790155","143.2405964,-36.4228021",15/4/2011 16:38:26,0
6812,JEFFCOTT NORTH,5,3480,"143.1097110,-36.2867300,0","142.9816516,-36.2147443","143.2377704,-36.3586494",15/4/2011 16:38:26,0
6813,JEIR,1,2582,"148.9755620,-35.0332610,0","148.9115323,-34.9967073","149.0395917,-35.0697983",15/4/2011 16:38:26,0
6814,JELCOBINE,6,6306,"116.7661100,-32.4069400,0","116.5099912,-32.2560898","117.0222288,-32.5575385",15/4/2011 16:38:26,0
6815,JELLAT JELLAT,1,2550,"149.8935950,-36.7175770,0","149.8615802,-36.6996866","149.9256098,-36.7354632",15/4/2011 16:38:26,0
6816,JELLINBAH,2,4702,"148.8604420,-23.2709100,0","148.3482044,-22.9424995","149.3726796,-23.5985129",15/4/2011 16:38:26,0
6817,JEMALONG,1,2871,"147.7768670,-33.4008780,0","147.6488076,-33.3263250","147.9049264,-33.4753671",15/4/2011 16:38:26,0
6818,JEMBAICUMBENE,1,2622,"149.7982100,-35.5296440,0","149.7341803,-35.4933136","149.8622397,-35.5659579",15/4/2011 16:38:26,0
6819,JENNACUBBINE,6,6401,"116.7164170,-31.4393430,0","116.6523873,-31.4012556","116.7804467,-31.4774149",15/4/2011 16:38:26,0
6820,JENNAPULLIN,6,6401,"116.7141040,-31.5313630,0","116.6500743,-31.4933130","116.7781337,-31.5693975",15/4/2011 16:38:26,0
6821,JENNINGS,1,4383,"151.9257806,-28.9040272,0","151.8818801,-28.8760282","151.9696811,-28.9320261",15/4/2011 16:38:26,0
